,0
sisso_13229,0.7184787247686095
sisso_31770,0.7137186248471111
sisso_31819,0.7137186248471111
sisso_48469,0.7107718003763912
sisso_02923,0.7094599140982375
sisso_12663,0.7083464222431419
sisso_36169,0.7081087643378569
sisso_11535,0.707692462869424
sisso_12582,0.7069693784122686
sisso_29064,0.7062000151538527
sisso_43660,0.7055688775714237
sisso_23611,0.7049485294966267
sisso_34911,0.7046327158002024
sisso_18595,0.7041727685931459
sisso_33537,0.7036436192771385
sisso_24871,0.7030426071428104
sisso_12149,0.7028834282065509
sisso_43807,0.7021235203836346
sisso_43758,0.7021235203836346
sisso_16032,0.7019004202529757
sisso_12705,0.7018690821990227
sisso_37142,0.701399062440099
sisso_46891,0.7009115760500322
sisso_37978,0.7006694904014804
sisso_13083,0.7000587296146262
sisso_31484,0.6999428507730204
sisso_03172,0.6998463453510219
sisso_21585,0.6997296046698345
sisso_18650,0.6990739734297334
sisso_08795,0.6988609577880723
sisso_42391,0.6986966103796024
sisso_07989,0.6982411570405518
sisso_13047,0.6981024800612442
sisso_17067,0.6979554488061401
sisso_17065,0.6979554488061401
sisso_04713,0.697703313550895
sisso_10848,0.6972166471624853
sisso_00356,0.6972056131004579
sisso_36235,0.6972056131004579
sisso_49299,0.6961624175258727
sisso_35920,0.6961078388519966
sisso_44089,0.6960232351848809
sisso_41392,0.6959115613176189
sisso_11108,0.6957033139785963
sisso_14053,0.695599142514162
sisso_42439,0.6951822389427545
sisso_44960,0.6951196963510222
sisso_30393,0.6949396060109113
sisso_32385,0.6948762695570455
sisso_42799,0.6942129387667413
sisso_42983,0.6942129387667413
sisso_41717,0.6941797496190634
sisso_41708,0.6941797496190634
sisso_36847,0.6938252444488163
sisso_49139,0.6938151480233806
sisso_23022,0.6937925653215903
sisso_49166,0.6935836469928198
sisso_06144,0.6935573815327455
sisso_17872,0.6935204238427759
sisso_43187,0.6932173069356079
sisso_44909,0.6932017096696184
sisso_04080,0.6931726025125332
sisso_15772,0.6926244721405636
sisso_33983,0.6926117735744152
sisso_33407,0.6926117735744152
sisso_33811,0.6926117735744152
sisso_16171,0.6924802960831987
sisso_20587,0.6917906110926578
sisso_25817,0.6915179084815861
sisso_10588,0.6913977010086387
sisso_20606,0.6913930294329186
sisso_20624,0.6912433743143918
sisso_35095,0.6911561834101907
sisso_01360,0.6908201803498402
sisso_49842,0.6906802468221751
sisso_13266,0.6906031936784577
sisso_13301,0.6906031936784577
sisso_29076,0.6898008454693149
sisso_44775,0.6898008454693149
sisso_37970,0.6897371889144446
sisso_43330,0.6894552229577143
sisso_32008,0.6893264363823343
sisso_39025,0.689247551945847
sisso_12210,0.6891711703561747
sisso_14162,0.6891554814084494
sisso_14890,0.6891437560244487
sisso_23302,0.6889231715384857
sisso_40618,0.688565671841887
sisso_24768,0.6884119885917006
sisso_32389,0.6881901333392523
sisso_02022,0.6880856486069186
sisso_38289,0.6879528497871495
sisso_39263,0.6879528497871495
sisso_11138,0.6878804833658876
sisso_40108,0.6878749826812902
sisso_39285,0.6878749826812902
sisso_45696,0.6878749826812902
sisso_23479,0.6878202155210885
sisso_17347,0.6877963093614398
sisso_25887,0.6877100999680744
sisso_07257,0.6876694504393083
sisso_07265,0.6876694504393083
dE_fS,0.687664183404305
sisso_10979,0.6876534204468002
sisso_12611,0.6876468060755717
sisso_24449,0.6876036974925637
sisso_23383,0.6875539951228427
sisso_16721,0.6875146206785769
sisso_05285,0.6875136793285987
sisso_31568,0.68739766353701
sisso_47355,0.6873886051310596
sisso_10974,0.6873749562336551
sisso_10026,0.6872921383166096
sisso_43093,0.6871891935326389
sisso_20198,0.6870525176783826
sisso_32936,0.6870491710141701
sisso_01276,0.6869381470023699
sisso_01304,0.6869381470023699
sisso_08343,0.6868836119397084
sisso_20621,0.6868671971739261
sisso_43572,0.6868671971739261
sisso_05791,0.6868511059545688
sisso_40617,0.6867781632216393
sisso_13157,0.6867390448929132
sisso_28705,0.6865825740266959
sisso_15827,0.6865250248621737
sisso_15545,0.6862006264248887
sisso_38559,0.6859142683092383
sisso_30445,0.6858724532000449
sisso_41264,0.6858632879911386
sisso_22983,0.6857901005267775
sisso_38208,0.6857798882496182
sisso_06722,0.6857607248285484
sisso_03388,0.6855437259701356
sisso_15834,0.6854044133927141
sisso_46399,0.6849420545451669
sisso_46333,0.6849420545451669
sisso_21437,0.6849395127530162
sisso_08863,0.6849043127281977
sisso_13273,0.6848650203710634
sisso_14163,0.6848526833014034
sisso_48780,0.684837724182791
sisso_16774,0.6848228474602134
sisso_01416,0.6847037053240437
sisso_37923,0.6847037053240437
sisso_27890,0.6844976245555038
sisso_27830,0.6844976245555038
sisso_14101,0.6841682325311721
sisso_04756,0.6841288656453139
sisso_32301,0.6840017882880683
E_T,0.6835188083126155
sisso_42129,0.6830859922168013
sisso_44221,0.6830375272597796
sisso_44151,0.6830375272597796
sisso_39341,0.6830300787505139
sisso_21752,0.6829049259973123
sisso_20009,0.682748666570226
sisso_20047,0.682748666570226
sisso_07739,0.682748666570226
sisso_05258,0.6826804040220843
sisso_09208,0.6826731404667534
sisso_16723,0.6826372256081265
sisso_19697,0.6824190477339761
sisso_05662,0.6821797892192858
sisso_08505,0.6821207715854001
sisso_40057,0.6819948919641916
sisso_33933,0.6816805401377418
sisso_21476,0.6816737800292464
sisso_21857,0.6816737800292464
sisso_21738,0.6816737800292464
sisso_35817,0.6809532871560221
sisso_36174,0.6809532871560221
sisso_43226,0.6807157133591614
sisso_08745,0.6803492099018547
sisso_20644,0.6801690715981745
sisso_04019,0.6799741763200519
sisso_19862,0.6798410273460929
E_fT,0.6796608784108173
sisso_07972,0.6795813055855182
sisso_08997,0.6795648327637509
sisso_09251,0.6795081973771975
Templating,0.6793714199074112
sisso_44910,0.6792844333929088
sisso_19021,0.6791994858784876
sisso_44430,0.6789380427302423
sisso_44671,0.6789380427302423
sisso_31086,0.6787612011306681
sisso_48744,0.6786760889406526
sisso_05184,0.6785320758170549
sisso_13356,0.6782768219828664
sisso_15774,0.6777094361474995
sisso_24903,0.6774738338459634
sisso_08325,0.6772499069187558
sisso_36070,0.6772006463237229
sisso_44780,0.6771785031654259
sisso_01988,0.6769089071572113
sisso_34714,0.6764614045615668
sisso_34391,0.6764614045615668
sisso_01161,0.6762022744730624
sisso_03543,0.6761338627745012
sisso_03294,0.6759129035432158
sisso_36588,0.6758970571588465
sisso_36203,0.6758970571588465
sisso_35848,0.6758970571588465
sisso_36591,0.6758970571588465
sisso_41751,0.6757094680848535
sisso_48756,0.6753064857222834
sisso_09444,0.6751287788821003
sisso_33976,0.6750861194142271
sisso_19100,0.6750690378125923
sisso_20526,0.6748854988435471
sisso_04566,0.6748659893545127
sisso_15499,0.6744377859103889
sisso_25107,0.6742077728142463
sisso_23566,0.6742025415137356
sisso_11338,0.6739966250203127
sisso_24719,0.6739818548726672
sisso_13971,0.6729733955355743
sisso_12695,0.6728896723253591
sisso_37440,0.6728609939271507
sisso_12696,0.6728317081277558
sisso_14538,0.6727627334015526
sisso_27732,0.6726788645474183
sisso_08991,0.6726001881952631
sisso_14642,0.672375851514887
sisso_26426,0.6722652356717151
sisso_13965,0.6720682149891826
sisso_27597,0.6715701792638616
sisso_29762,0.6713364227381083
sisso_13803,0.6707333949002117
sisso_13797,0.6707333949002117
sisso_09242,0.6707073716580819
sisso_01897,0.6705092405322738
sisso_41453,0.6704581596948864
sisso_16489,0.6702413998972826
sisso_43641,0.6700553603771994
sisso_02899,0.6700131386278771
sisso_34002,0.6700098755699467
sisso_38307,0.669937165679816
sisso_08264,0.6698780359958721
sisso_13967,0.6697845538281184
sisso_08334,0.6697271025382853
sisso_08339,0.6697249081001612
sisso_08350,0.6697249081001612
sisso_08400,0.6697160887451468
sisso_18590,0.6697103359911996
sisso_02040,0.6695694433449831
sisso_39903,0.6695612384802195
sisso_41813,0.6695303576673901
sisso_44103,0.6695250291610616
sisso_08076,0.6693486742983188
sisso_08200,0.6693486742983188
sisso_08359,0.6693486742983188
sisso_04911,0.6693486742983188
sisso_09569,0.6692698699001518
sisso_08826,0.6690653430466701
sisso_08337,0.6690426893604485
sisso_08347,0.6689850311025958
sisso_31104,0.6689331331245817
sisso_08677,0.6687953843060435
sisso_03028,0.6686423686739144
sisso_03025,0.6680954956722246
sisso_07463,0.6680841116102251
sisso_13972,0.6680559471691838
sisso_12215,0.6677218206961778
sisso_12220,0.6677218206961778
sisso_02865,0.667643265233046
sisso_38360,0.6669633591032261
sisso_05930,0.6669156356739746
sisso_09681,0.6665815346121126
sisso_10171,0.665420065694021
sisso_25281,0.6651375915774761
sisso_39821,0.6649950805624887
sisso_39747,0.6649950805624887
sisso_49944,0.6647221705284032
sisso_13608,0.664635734886314
sisso_23341,0.6644115983301061
sisso_30985,0.6643794887518762
sisso_29459,0.6637942741400099
sisso_28835,0.6631709149717454
sisso_08965,0.6628732011532857
sisso_24804,0.6628732011532857
sisso_29006,0.6628276822772743
sisso_03959,0.662753299994343
sisso_49302,0.662500616450572
sisso_40523,0.6618315974335208
sisso_35636,0.661657740482413
sisso_31698,0.6610455000179515
sisso_48855,0.6607539333535017
sisso_12125,0.6603368198690723
sisso_07222,0.6591556284122727
sisso_31366,0.6587988853780103
sisso_37300,0.6587853815870688
sisso_31092,0.6579490378540269
sisso_28044,0.657554874912708
sisso_12029,0.6565340421870607
sisso_35832,0.6559618937837918
sisso_32286,0.6553985798698955
sisso_28803,0.6545227262398801
sisso_13265,0.6525055348665284
sisso_00429,0.6520182741692162
sisso_37035,0.651198743519254
sisso_07174,0.651116729279319
sisso_48757,0.6507623847315342
sisso_19771,0.6505539513733671
sisso_11981,0.649927792647542
sisso_19154,0.6496690713511944
sisso_24145,0.6490134633482535
sisso_43616,0.6485800277617838
sisso_47193,0.6481855090479391
sisso_25879,0.6468677020516774
sisso_49210,0.6465999604756163
sisso_42271,0.6464805921292672
sisso_20944,0.6462322337585331
sisso_04841,0.6459511385025666
sisso_25002,0.6450768319095197
sisso_17318,0.6439501525861568
sisso_34999,0.6439501525861568
sisso_44651,0.6437516796223876
sisso_43783,0.6435751817544866
sisso_33494,0.6433648996405146
sisso_33506,0.6433648996405146
sisso_33414,0.639292944281641
sisso_01284,0.6388611613260828
sisso_33350,0.6386939982852955
sisso_33767,0.6386939982852955
sisso_26050,0.6376238219524152
sisso_11004,0.6372045353800374
sisso_10998,0.6372045353800374
sisso_30921,0.6371971637460588
sisso_30886,0.6371971637460588
sisso_09895,0.6364226836817213
sisso_00395,0.6364114470707242
sisso_20643,0.6361363124803829
sisso_09905,0.6350696068395548
sisso_22363,0.6344999164820887
sisso_40115,0.6340987832794791
sisso_11932,0.633034439556519
sisso_11403,0.633034439556519
sisso_25918,0.6322729181440961
sisso_03370,0.6321185178727102
sisso_12969,0.632113642522681
sisso_20573,0.6317477518009598
sisso_15552,0.6311763142517244
sisso_15575,0.6311763142517244
sisso_04396,0.6310997825013412
sisso_41294,0.6310095678079078
sisso_16216,0.6304312589628492
sisso_01580,0.6303709789385632
sisso_28822,0.6293501433219008
A_T,0.6291111655513694
sisso_23260,0.6284855346316836
sisso_32095,0.6270071109971838
sisso_13598,0.6270071109971838
sisso_07513,0.6266802247188253
sisso_07383,0.6266802247188253
sisso_07444,0.6266802247188253
sisso_24885,0.6263323463557917
sisso_28740,0.6256290384898642
sisso_40140,0.6255804187523306
sisso_07167,0.6252930326728137
sisso_12049,0.6251995352931575
sisso_46385,0.6245211124380986
sisso_26041,0.6244120916131235
sisso_27260,0.6242061257833257
sisso_16149,0.6227274385280243
sisso_16410,0.6227274385280243
sisso_16364,0.6227274385280243
sisso_14782,0.6224937560035729
sisso_36349,0.6223854433124119
sisso_05968,0.621848879220189
sisso_47059,0.6218406714230776
sisso_23453,0.6216472501175425
sisso_31073,0.6215864558711264
sisso_34783,0.6213288385621661
sisso_05377,0.6199867520026004
dA_fS,0.619241948445367
sisso_31877,0.6190635793227154
sisso_38639,0.6186403361044754
sisso_14183,0.6177920743359201
sisso_01214,0.6174535639313004
sisso_32269,0.617036879031192
sisso_06159,0.6159282613695367
sisso_22739,0.6158245163628764
sisso_22694,0.6158245163628764
sisso_06319,0.6133253751563579
sisso_40736,0.6133208059996104
sisso_40572,0.6133208059996104
sisso_35735,0.6130570616170992
sisso_07325,0.6126242482415509
sisso_27582,0.6113521018572947
sisso_44990,0.611247314319815
sisso_31392,0.611029534496665
sisso_29986,0.6099344403332302
sisso_10944,0.6095079352366212
sisso_18245,0.6092464490192728
sisso_38288,0.6084234311103253
sisso_38242,0.6084234311103253
sisso_10558,0.6074171195529662
sisso_43482,0.60653129761711
sisso_43338,0.60653129761711
sisso_45022,0.60653129761711
sisso_41820,0.60653129761711
sisso_48961,0.6064946160172772
sisso_43468,0.6053265859790501
sisso_37243,0.605175059933692
sisso_37151,0.605175059933692
sisso_37712,0.605175059933692
sisso_14980,0.6037974158955547
sisso_14931,0.6035341332793461
sisso_40533,0.6030039075155126
sisso_09951,0.6027678569707491
sisso_09971,0.6027678569707491
sisso_40694,0.6019143927757024
sisso_45645,0.601418435808843
sisso_33755,0.6013087345401683
sisso_33889,0.6013087345401683
sisso_44847,0.5999517890132384
sisso_44561,0.5997577215790153
sisso_13681,0.5993500787012097
sisso_23465,0.5990544463820741
sisso_28662,0.5982806901568061
sisso_49674,0.5982466979774352
sisso_23367,0.5960457031825906
sisso_39211,0.5960457031825906
sisso_24634,0.5956423543258146
sisso_48834,0.5950987827502547
sisso_31248,0.5949702852100974
sisso_44565,0.5943325601027065
sisso_05300,0.5940895034809303
sisso_17568,0.5931753158810341
sisso_42148,0.5931367396636937
sisso_49233,0.5922540139988106
sisso_19919,0.5921926446411518
sisso_28629,0.591516775516781
sisso_47130,0.5909776126854923
sisso_47197,0.5909776126854923
sisso_11629,0.5906692825565851
sisso_25060,0.5889233646051387
sisso_45200,0.5859465863573996
sisso_37015,0.5855172077909264
sisso_08510,0.5851225572351355
sisso_06194,0.583727300405518
sisso_27253,0.5831432308988125
sisso_27196,0.5831432308988125
sisso_34566,0.5831171355674136
sisso_22595,0.5826697857154903
sisso_07025,0.5826334135625815
sisso_19714,0.5817079573169216
sisso_07209,0.5815622817091046
sisso_18918,0.5813759207180199
sisso_30911,0.5789147825930503
sisso_42137,0.5776590125841091
sisso_17047,0.5767064507830044
sisso_06681,0.5764016541487702
sisso_22648,0.5752674527619731
sisso_25085,0.5751587819443766
sisso_43551,0.5740502094458594
sisso_14192,0.5735063056682981
sisso_43429,0.5734493576328412
sisso_11893,0.5733324326697778
sisso_24716,0.5728874947034367
sisso_20924,0.572719844394337
sisso_36142,0.5713120668044351
sisso_42422,0.5709509770261691
sisso_24729,0.5704780319265251
sisso_33730,0.5704733367229607
sisso_39890,0.5704089688805193
sisso_39854,0.5704089688805193
sisso_39848,0.5704089688805193
sisso_39845,0.5704089688805193
sisso_39754,0.5704089688805193
sisso_06472,0.570028154448633
sisso_24690,0.5694121599278003
sisso_23374,0.5691380891487685
sisso_07750,0.5691380891487685
sisso_05896,0.5691380891487685
sisso_36276,0.5690919412069982
sisso_11011,0.5690070403235615
sisso_22415,0.5689377875821178
sisso_15555,0.5686449855205641
sisso_15553,0.5686449855205641
sisso_37362,0.5685971061370351
sisso_27331,0.5678636673818903
sisso_13063,0.5676126201944759
sisso_15556,0.5673194589566866
sisso_15576,0.5673194589566866
sisso_15554,0.5673194589566866
sisso_07133,0.5666588238597581
sisso_07132,0.5666588238597581
sisso_23390,0.5650913668127572
sisso_03514,0.5643860950099119
sisso_35199,0.5642733304939201
sisso_34558,0.564256821897987
sisso_19935,0.5640684249849466
sisso_38283,0.5626172365803865
sisso_09897,0.5616125146116009
sisso_22581,0.5614962244178835
sisso_09466,0.5612745845951954
sisso_48192,0.5603987664861971
sisso_48155,0.5603987664861971
sisso_15265,0.5603919795164212
sisso_06483,0.5597392703985238
sisso_45556,0.5591047599289591
sisso_45552,0.5591047599289591
sisso_32542,0.5584748416271978
sisso_41301,0.5579520308925374
sisso_41150,0.5578169724220803
sisso_34821,0.5578123864398978
sisso_42276,0.5574312268627704
sisso_40743,0.5574312268627704
sisso_41801,0.5574312268627704
sisso_40838,0.5574312268627704
sisso_42284,0.5574312268627704
sisso_40971,0.5574312268627704
sisso_42311,0.5574312268627704
sisso_42343,0.5574312268627704
sisso_41899,0.5574312268627704
sisso_42066,0.5574312268627704
sisso_42321,0.5574312268627704
sisso_42445,0.5572390411889816
sisso_44188,0.5567164308940135
sisso_36260,0.5565446274769534
sisso_42116,0.5542729591535094
sisso_33882,0.5534062714183964
sisso_30967,0.5528855850327065
sisso_40799,0.5528137026982803
sisso_34278,0.5511472684791986
sisso_02757,0.5505230484243364
sisso_28610,0.5501581788557199
sisso_02835,0.5494978885591655
sisso_00172,0.5484757354353236
sisso_09921,0.5482518256199463
sisso_09914,0.5482518256199463
sisso_05634,0.5481281782548646
sisso_31154,0.547987706202177
sisso_31227,0.547987706202177
sisso_16658,0.5453514458429105
sisso_40228,0.5438043683062627
sisso_03895,0.5429092621741186
sisso_15609,0.5424445440067233
sisso_42600,0.542316584437641
sisso_33372,0.5414336794355608
sisso_35785,0.5335609287214934
sisso_02522,0.5330812368137928
sisso_02551,0.5330812368137928
sisso_15313,0.533002407268669
sisso_37820,0.532281161035475
sisso_41933,0.5322456050789791
sisso_41988,0.5322456050789791
sisso_22294,0.5280567123490982
sisso_39322,0.5280348582535542
sisso_11891,0.5264394454504249
sisso_32289,0.5257384506054137
sisso_07982,0.5249021383131736
sisso_09385,0.5237421803452103
sisso_20804,0.5228883425772759
sisso_13064,0.522829023624831
sisso_16152,0.5221083754674364
sisso_30420,0.5220858253134935
sisso_47711,0.5220707363917816
sisso_47911,0.5220707363917816
sisso_07649,0.5214718570448056
sisso_43947,0.5213872412134135
sisso_17787,0.5210224958639489
sisso_37003,0.5201572258788225
sisso_32149,0.5191917901335366
sisso_45181,0.5173389032043352
sisso_34014,0.5158710126508617
sisso_17439,0.5153724173737787
sisso_20694,0.5109681485715065
sisso_23440,0.5099301099359506
sisso_34058,0.5054068192332735
sisso_49884,0.5040148453848081
sisso_49870,0.5040148453848081
sisso_14981,0.5000752735466029
